"","Country A","Country B","KL divergence - per capita"
"969","Finland (P)","Italy (C)","0.258140542378069"
"970","Finland (P)","Lithuania (C)","0.126630729036225"
"971","Finland (P)","Netherlands (C)","0.190078271363473"
"972","Finland (P)","Portugal (C)","0.232285105392614"
"973","Finland (P)","Slovakia (C)","0.171115801811688"
"974","Finland (P)","Slovenia (C)","0.169970193555909"
"975","Finland (P)","Spain (C)","0.24605091157991"
"976","Finland (P)","Switzerland (C)","0.120210854660441"
"977","Finland (P)","United Kingdom (C)","0.155760772957782"
"978","Finland (P)","Belgium, 2006","0.171136492252506"
"979","Finland (P)","Belgium, 2010","0.144269162865339"
"980","Finland (P)","China (Shanghai), 2018","0.42807744648038"
"981","Finland (P)","France, 2012","0.148247752475256"
"982","Finland (P)","Hong Kong, 2016","0.256011817917538"
"983","Finland (P)","Peru, 2011","0.537570467462433"
"984","Finland (P)","Zimbabwe, 2013","0.519772833427598"
"985","Finland (P)","Italy (P)","0.23334768934298"
"986","Finland (P)","Germany (P)","0.144430806494622"
"987","Finland (P)","Luxembourg (P)","0.177293414444058"
"988","Finland (P)","Netherlands (P)","0.57970102842856"
"989","Finland (P)","Poland (P)","0.24124948484024"
"990","Finland (P)","United Kingdom (P)","0.144626183127609"
"991","Finland (P)","Finland (P)","0"
"992","Finland (P)","Belgium (P)","0.219100989952416"
"993","Belgium (P)","Austria (C)","0.208640550039186"
"994","Belgium (P)","Croatia (C)","0.16301561743938"
"995","Belgium (P)","Denmark (C)","0.245836841482747"
"996","Belgium (P)","Estonia (C)","0.216359388324755"
"997","Belgium (P)","Finland (C)","0.300277424835878"
"998","Belgium (P)","France (C)","0.269966236000312"
"999","Belgium (P)","Greece (C)","0.252599478716804"
"1000","Belgium (P)","Hungary (C)","0.191684202435417"
"1001","Belgium (P)","Italy (C)","0.293489054803243"
"1002","Belgium (P)","Lithuania (C)","0.221077938103051"
"1003","Belgium (P)","Netherlands (C)","0.308577142281637"
"1004","Belgium (P)","Portugal (C)","0.22688793167335"
"1005","Belgium (P)","Slovakia (C)","0.163582115727861"
"1006","Belgium (P)","Slovenia (C)","0.172944275929664"
"1007","Belgium (P)","Spain (C)","0.275657365307288"
"1008","Belgium (P)","Switzerland (C)","0.228823042743032"
"1009","Belgium (P)","United Kingdom (C)","0.240831316077"
"1010","Belgium (P)","Belgium, 2006","0.0189832157584434"
"1011","Belgium (P)","Belgium, 2010","0.102251427081098"
"1012","Belgium (P)","China (Shanghai), 2018","0.337841979038183"
"1013","Belgium (P)","France, 2012","0.129412208159615"
"1014","Belgium (P)","Hong Kong, 2016","0.206583128972052"
"1015","Belgium (P)","Peru, 2011","0.517146938814804"
"1016","Belgium (P)","Zimbabwe, 2013","0.491304792336012"
"1017","Belgium (P)","Italy (P)","0.178513970957211"
"1018","Belgium (P)","Germany (P)","0.133391632851871"
"1019","Belgium (P)","Luxembourg (P)","0.162767401752414"
"1020","Belgium (P)","Netherlands (P)","0.653566351568523"
"1021","Belgium (P)","Poland (P)","0.15437377379204"
"1022","Belgium (P)","United Kingdom (P)","0.136358556566374"
"1023","Belgium (P)","Finland (P)","0.219100989952416"
"1024","Belgium (P)","Belgium (P)","0"
