cont_id,cnt_outside_other,cnt_other_house,cnt_worship,cnt_supermarket,cnt_shop,cnt_gender_all,frequency_multi_all
900471002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900471003,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900471004,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900471005,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900471006,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900471007,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900472001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900472002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900472003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900472004,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900472005,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900473001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900473002,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900473003,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days
900473004,FALSE,FALSE,FALSE,FALSE,FALSE,female,1 month
900475001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900475002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900475003,FALSE,TRUE,FALSE,FALSE,FALSE,male,1-2 days
900475004,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900475005,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900475006,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900476001,FALSE,FALSE,FALSE,FALSE,TRUE,female,1-2 days
900476002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900476003,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days
900476004,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days
900476005,FALSE,FALSE,FALSE,FALSE,FALSE,female,3-7 days
900478001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900479001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900479002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900480001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900480002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900481001,FALSE,FALSE,FALSE,FALSE,FALSE,female,1-2 days
900481002,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
900481003,FALSE,FALSE,FALSE,FALSE,FALSE,male,1-2 days
